#{"t_start": 1764538140.456432, "env_id": "None"}
r,l,t
-474.073514,2000,9.487693
-441.371767,2000,19.286979
-504.712429,2000,29.087185
-577.920691,2000,39.006843
-705.49938,2000,48.888197
-299.812333,2000,59.214538
-174.284986,2000,69.689296
-309.316618,2000,79.517845
-270.50349,2000,89.386963
-396.519258,2000,99.233246
-187.772266,2000,109.151378
-207.482295,2000,119.00088
-183.621926,2000,128.98236
-76.220259,2000,138.862361
-333.812005,2000,148.752209
-194.678591,2000,158.614797
-197.263062,2000,168.527973
-229.548846,2000,178.634925
-154.759384,2000,188.565545
-235.187798,2000,198.45747
-195.335302,2000,208.265607
-127.559401,2000,218.088376
-140.517132,2000,227.901316
-150.512246,2000,237.698967
-161.025949,2000,247.507708
-221.9232,2000,257.366307
-130.511192,2000,267.233818
-154.467898,2000,277.07381
-78.086544,2000,286.88709
-137.342602,2000,296.700358
-237.214546,2000,306.505518
-69.959356,2000,316.294999
-77.247838,2000,326.128641
-174.138087,2000,335.954106
-81.857646,2000,345.786546
-103.784753,2000,355.616381
-92.199776,2000,365.461309
-261.371703,2000,375.285851
-135.39331,2000,385.11143
-115.575934,2000,394.949292
-171.01968,2000,404.828253
-138.769975,2000,414.72701
-86.507855,2000,424.56795
-100.966742,2000,434.40949
-174.132066,2000,444.252862
-97.245981,2000,454.086979
-172.961251,2000,463.921642
-151.727972,2000,473.784969
-168.693233,2000,483.68132
-75.499012,2000,493.534024
-66.298071,2000,503.400812
-94.200256,2000,513.226275
-132.197194,2000,523.139356
-87.120716,2000,532.994504
-162.464094,2000,542.852699
-63.511229,2000,552.708275
-53.385092,2000,562.589192
-111.4663,2000,572.441999
-185.443435,2000,582.30403
-150.960482,2000,592.16536
-98.145106,2000,602.018465
-132.528095,2000,611.861632
-158.863703,2000,621.724216
-149.214379,2000,631.614001
-99.641154,2000,641.442774
-93.735665,2000,651.265607
-52.639056,2000,661.09496
-66.941047,2000,670.948187
-104.054604,2000,680.785137
-122.534725,2000,690.634333
-128.922657,2000,700.4729
-132.933067,2000,710.426233
-86.851307,2000,720.294764
-96.934945,2000,730.168903
-75.713211,2000,740.037149
-120.35201,2000,749.916688
-94.737863,2000,759.813019
-172.959917,2000,769.710782
-180.221675,2000,779.580771
-161.871762,2000,789.566791
-97.981893,2000,799.518777
-115.050051,2000,809.401829
-171.962582,2000,819.282557
-113.578663,2000,829.16319
-90.626173,2000,839.032266
-159.31666,2000,848.902416
-198.697979,2000,858.781158
-305.4265,2000,868.717141
-125.546394,2000,878.613795
-170.776084,2000,888.500565
-129.767072,2000,898.394659
-108.819409,2000,908.290116
-109.154645,2000,918.333694
-96.552149,2000,928.22702
-226.03564,2000,938.160006
-115.545172,2000,948.026199
-176.545954,2000,957.914282
-77.321181,2000,967.805236
-102.333142,2000,977.748662
-93.774923,2000,987.646682
-176.677294,2000,997.529681
-118.171989,2000,1007.437179
-131.744373,2000,1017.392347
-187.668179,2000,1027.267878
-116.309806,2000,1037.162883
-154.4611,2000,1047.056956
-116.199914,2000,1056.931526
-133.763649,2000,1066.852655
-186.235817,2000,1076.718315
-125.524594,2000,1086.589515
-115.310896,2000,1096.515549
-199.047713,2000,1106.427902
-128.405852,2000,1116.308312
-111.142761,2000,1126.169369
-127.209009,2000,1136.042198
-102.594726,2000,1145.926441
-157.145166,2000,1155.79958
-94.545329,2000,1165.69532
-136.018862,2000,1175.650792
-142.742656,2000,1185.55252
-119.641035,2000,1195.455606
-119.50888,2000,1205.358336
-74.952659,2000,1215.24738
-175.816484,2000,1225.140658
-136.687473,2000,1235.049549
-140.123378,2000,1244.977826
-76.037325,2000,1254.852873
-155.488863,2000,1264.726819
-81.140174,2000,1274.57965
-83.154925,2000,1284.457102
-66.05814,2000,1294.336324
-81.374562,2000,1304.221105
-110.579031,2000,1314.168455
-104.288321,2000,1324.101283
-72.126561,2000,1334.015179
-91.595985,2000,1343.917326
-74.98992,2000,1353.826991
-69.130894,2000,1363.719849
-79.715863,2000,1373.610962
-134.094527,2000,1383.492304
-137.217996,2000,1393.372121
-109.933028,2000,1403.299211
-108.027526,2000,1413.187038
-69.7767,2000,1423.071685
-59.259887,2000,1432.97781
-90.866942,2000,1442.871762
-53.0554,2000,1452.817359
-85.273278,2000,1462.718666
-74.2536,2000,1472.689994
-162.889967,2000,1482.571087
